"p","r_quantile"
-0.018,0.899666433748135
-0.017,0.888274432201301
-0.016,0.89063114937528
-0.015,0.887803589799191
-0.014,0.889882667251518
-0.013,0.906915967501279
-0.012,0.901718804451279
-0.011,0.902480471688284
-0.01,0.903339859793114
-0.00900000000000001,0.894758690618411
-0.00800000000000001,0.900908815033132
-0.00700000000000001,0.895165768753973
-0.006,0.897921112488945
-0.005,0.900245976288874
-0.004,0.90392397769755
-0.003,0.891430443657149
-0.002,0.903461642199111
-0.001,0.901082330908537
0,0.907870069401741
0.00100000000000011,0.899851490001939
0.002,0.901341326816613
0.00300000000000011,0.902383098155918
0.004,0.896887914243162
0.00500000000000012,0.906310160145846
0.006,0.904783640540487
0.00700000000000012,0.899747362406067
0.00800000000000001,0.898572484419486
0.00900000000000012,0.899268337441176
0.01,0.902289887651116
0.0110000000000001,0.897813167876325
0.012,0.902468327740263
0.0130000000000001,0.908698540143014
0.014,0.905889726725452
0.0150000000000001,0.90028936475722
0.016,0.90239334287231
0.0170000000000001,0.906354793997851
0.018,0.911751108103474
0.0190000000000001,0.898648444412834
0.02,0.902480218856045
0.0210000000000001,0.910957895354868
0.022,0.911195837667478
0.0230000000000001,0.899712953835475
0.024,0.9128255065277
0.0249999999999999,0.906162966995873
0.026,0.905930916526327
0.0269999999999999,0.904555115500883
0.028,0.907161040753144
0.0289999999999999,0.906738952141465
0.03,0.907342180470365
0.0309999999999999,0.897521436441745
0.032,0.911848007953546
0.0329999999999999,0.907388764717442
0.034,0.908850045859549
0.0349999999999999,0.913216906220866
0.036,0.910524528200976
0.0369999999999999,0.912856299062813
0.038,0.906395359478264
0.0389999999999999,0.910658993394247
0.04,0.915449197730758
0.0409999999999999,0.906244008195848
0.042,0.914728633961316
0.0429999999999999,0.907840746445912
0.044,0.909662840975402
0.0449999999999999,0.909990277633736
0.046,0.911098779871088
0.0469999999999999,0.913443407437541
0.048,0.910553045352398
0.0489999999999999,0.907962488909335
0.05,0.915110774626108
0.0509999999999999,0.910736112884646
0.052,0.918803325147701
0.0529999999999999,0.908142296661994
0.054,0.908664875237691
0.0549999999999999,0.91277702905889
0.056,0.908289141021938
0.0569999999999999,0.917507332634101
0.058,0.905277259968218
0.0589999999999999,0.912348679816806
0.06,0.916429587424333
0.0609999999999999,0.91374384180246
0.062,0.911687966745087
0.063,0.917650846323207
0.0640000000000001,0.914334882436166
0.065,0.912632820347424
0.0660000000000001,0.9192641649173
0.067,0.922737842363004
0.0680000000000001,0.904818328250945
0.069,0.91563438076693
0.0700000000000001,0.908584137726888
0.071,0.912705831356753
0.0720000000000001,0.918642743086324
0.073,0.909298441352305
0.0740000000000001,0.916649876806337
0.075,0.914344445243679
0.0760000000000001,0.915923683686817
0.077,0.911225885329768
0.0780000000000001,0.920594200341069
0.079,0.914986165795902
0.0800000000000001,0.924487579145534
0.081,0.92258464958969
0.0820000000000001,0.918618709557608
0.083,0.9150232740358
0.0840000000000001,0.921440334328181
0.085,0.920560184215294
0.0860000000000001,0.915309856916927
0.087,0.911652624367436
0.0880000000000001,0.91623500248892
0.089,0.920504445171303
0.0900000000000001,0.912164443621422
0.091,0.922045522784239
0.0920000000000001,0.920135267657967
0.093,0.924518599377469
0.0940000000000001,0.91994728393303
0.095,0.924174414100924
0.0960000000000001,0.914546165638922
0.097,0.920205288589918
0.0980000000000001,0.916793641998506
0.099,0.925034349316675
0.1,0.918954465976116
0.101,0.925937390724434
0.102,0.916805560889456
0.103,0.928272258668966
0.104,0.913741262983846
0.105,0.920380216364534
0.106,0.923180307902525
0.107,0.923446390468004
0.108,0.925862768422982
0.109,0.927919630696694
0.11,0.912181207245057
0.111,0.921493673758788
0.112,0.927029383740639
0.113,0.923943140285219
0.114,0.924486018742324
0.115,0.926865784539575
0.116,0.923333150844644
0.117,0.932162470218902
0.118,0.927269136326374
0.119,0.926587467396924
0.12,0.922019012391838
0.121,0.92691046223467
0.122,0.929682481179425
0.123,0.925504301448938
0.124,0.927306435593655
0.125,0.922965610401729
0.126,0.925997140678793
0.127,0.924279744308263
0.128,0.921078597453121
0.129,0.9297268761662
0.13,0.927811212671152
0.131,0.924500775591113
0.132,0.924690139364383
0.133,0.926806745469184
0.134,0.927735019188253
0.135,0.926455240899184
0.136,0.926923910786613
0.137,0.93251620098469
0.138,0.927329103709505
0.139,0.932102970960903
0.14,0.930040761889962
0.141,0.927586065249969
0.142,0.924077307051747
0.143,0.933356698334877
0.144,0.926935901070002
0.145,0.929177336146284
0.146,0.932703332529084
0.147,0.926091460182444
0.148,0.932899818482163
0.149,0.932370739925093
0.15,0.927294502349911
0.151,0.933599959963315
0.152,0.931516144990594
0.153,0.932342823518865
0.154,0.931909830433505
0.155,0.933955565645113
0.156,0.932244301891964
0.157,0.933561896803398
0.158,0.927502503575659
0.159,0.935122687944216
0.16,0.928842791041738
0.161,0.932925244505384
0.162,0.929451479442702
0.163,0.938155919107831
0.164,0.936167151424379
0.165,0.935900855231403
0.166,0.931543087935706
0.167,0.933060308537731
0.168,0.935444735324902
0.169,0.93040595900931
0.17,0.931333814879507
0.171,0.93549485371689
0.172,0.937885830094631
0.173,0.933171609744081
0.174,0.933764268900625
0.175,0.936711804584486
0.176,0.941532034490547
0.177,0.934349744023351
0.178,0.939576453063928
0.179,0.940690036994932
0.18,0.93144834179228
0.181,0.936860878924867
0.182,0.939446139658714
0.183,0.934265621261083
0.184,0.935989607344384
0.185,0.933985382333085
0.186,0.933809035280784
0.187,0.938886334404353
0.188,0.933771545260421
0.189,0.938650922820427
0.19,0.933384884365331
0.191,0.940465537296946
0.192,0.930978834105487
0.193,0.937558585991884
0.194,0.938382216628855
0.195,0.935638254858895
0.196,0.93987142826374
0.197,0.937710609666411
0.198,0.934709189633427
0.199,0.939639650222898
0.2,0.937047347291699
0.201,0.937532407041622
0.202,0.937309224679681
0.203,0.940464137722696
0.204,0.940595434460414
0.205,0.93539265396238
0.206,0.94090083051842
0.207,0.939534728179012
0.208,0.938682515836428
0.209,0.940817324737862
0.21,0.937169040058078
0.211,0.93949992948552
0.212,0.942728059211811
0.213,0.938082575059737
0.214,0.9428574511806
0.215,0.943442025350514
0.216,0.938601682806458
0.217,0.939726988682196
0.218,0.941080155264986
0.219,0.942521307348648
0.22,0.939291661835542
0.221,0.939696697017245
0.222,0.937448335953079
0.223,0.944900479677561
0.224,0.942052200145031
0.225,0.942426988743227
0.226,0.943574614106079
0.227,0.943836590654079
0.228,0.947102399308996
0.229,0.944276660850445
0.23,0.94614127008507
0.231,0.935430353955862
0.232,0.941490888445739
0.233,0.942707349506748
0.234,0.942788567994055
0.235,0.94304463715035
0.236,0.941872198158486
0.237,0.940077637701692
0.238,0.941825733035838
0.239,0.94398869424497
0.24,0.94390719059003
0.241,0.944024324558696
0.242,0.943467534853717
0.243,0.946624595468832
0.244,0.943387729966061
0.245,0.942562496999808
0.246,0.946667938936664
0.247,0.942925949624573
0.248,0.940937930747182
0.249,0.94598407202396
0.25,0.946911174999946
0.251,0.949019784078677
0.252,0.938239104345151
0.253,0.940659449088835
0.254,0.946580613447573
0.255,0.950265821599442
0.256,0.946670513573044
0.257,0.947508591309252
0.258,0.944556950183898
0.259,0.949802560283323
0.26,0.949992688767332
0.261,0.947233274947381
0.262,0.946551890754709
0.263,0.950401077054076
0.264,0.947241557171958
0.265,0.948460740481425
0.266,0.943390089763304
0.267,0.939791666981078
0.268,0.947725518909047
0.269,0.944740622026924
0.27,0.94716847728882
0.271,0.949888004655194
0.272,0.948144550174011
0.273,0.950139302946158
0.274,0.949857368401861
0.275,0.947063186633279
0.276,0.943749902771338
0.277,0.950534082701461
0.278,0.94483964333732
0.279,0.949078509623168
0.28,0.949316355695653
0.281,0.950625424707096
0.282,0.95127328096679
0.283,0.951865311640297
0.284,0.94834920594249
0.285,0.951138620813952
0.286,0.953313097271368
0.287,0.951040779046233
0.288,0.95567483630015
0.289,0.948555525154564
0.29,0.949846304855437
0.291,0.947825678222277
0.292,0.951612571524986
0.293,0.954180634686654
0.294,0.951610593994974
0.295,0.95238828253818
0.296,0.949163094394564
0.297,0.950012880095667
0.298,0.949052406844998
0.299,0.9525620298184
0.3,0.951258562782274
0.301,0.954529754348789
0.302,0.953518746502939
0.303,0.950983546707299
0.304,0.950707482159634
0.305,0.947476224268724
0.306,0.950828096437325
0.307,0.953010513898076
0.308,0.95576460862832
0.309,0.956343230124429
0.31,0.955575299374185
0.311,0.952516210324062
0.312,0.953136495997707
0.313,0.951657738577846
0.314,0.95369721795526
0.315,0.954464064486242
0.316,0.958888379008103
0.317,0.952970517633834
0.318,0.951068766651131
0.319,0.955799155097575
0.32,0.953982830453683
0.321,0.953626231457178
0.322,0.951244807952502
0.323,0.954189533591764
0.324,0.955253616776436
0.325,0.957261027895467
0.326,0.955634050588183
0.327,0.95994828472385
0.328,0.952429750396923
0.329,0.958873972105555
0.33,0.956441844040435
0.331,0.956073216541465
0.332,0.952971113041978
0.333,0.958806936441635
0.334,0.950523134268691
0.335,0.955055929117154
0.336,0.956215525742413
0.337,0.955760376589083
0.338,0.955482082805867
0.339,0.956238311280426
0.34,0.955886657059873
0.341,0.958133743895718
0.342,0.957820278729655
0.343,0.956503389882004
0.344,0.960776245237844
0.345,0.957301015616368
0.346,0.957332192134877
0.347,0.95927729378413
0.348,0.959104841248457
0.349,0.95784211466971
0.35,0.959307800508404
0.351,0.960384437064322
0.352,0.955137454553937
0.353,0.958841013183163
0.354,0.960355812702965
0.355,0.957776682863931
0.356,0.95653152939111
0.357,0.962922818244413
0.358,0.9583675408722
0.359,0.961097965149943
0.36,0.956896518736537
0.361,0.96099335995398
0.362,0.958713322973547
0.363,0.9598100995735
0.364,0.958103045920354
0.365,0.955514305874159
0.366,0.958489609396196
0.367,0.960312334422846
0.368,0.959951759891587
0.369,0.961590965269406
0.37,0.961588920940507
0.371,0.959248772042654
0.372,0.964440524346602
0.373,0.960829070888335
0.374,0.959680249913827
0.375,0.96036745795867
0.376,0.964007751483599
0.377,0.961776994616519
0.378,0.963233632951594
0.379,0.962370894954441
0.38,0.961632981236864
0.381,0.96070895798722
0.382,0.961131117341437
0.383,0.960950610721082
0.384,0.957959921392118
0.385,0.961315268501239
0.386,0.962535436329585
0.387,0.959243946897267
0.388,0.959867676644944
0.389,0.962203148444787
0.39,0.963261625360148
0.391,0.963067713301985
0.392,0.960355959467839
0.393,0.963194398036718
0.394,0.960929843908223
0.395,0.959253934692557
0.396,0.960199028202077
0.397,0.962722425277813
0.398,0.966047808441309
0.399,0.962299889072052
0.4,0.96204601221838
0.401,0.962321369478903
0.402,0.964872759188304
0.403,0.964872476319189
0.404,0.962833822417207
0.405,0.963042136826644
0.406,0.963821601221883
0.407,0.962135545777012
0.408,0.96489849851596
0.409,0.962997646786902
0.41,0.96385498160375
0.411,0.967183419044025
0.412,0.966927720875359
0.413,0.967671117863098
0.414,0.965501019642568
0.415,0.96832594515696
0.416,0.965831857187813
0.417,0.966741017707365
0.418,0.967476522315149
0.419,0.963595683239245
0.42,0.967099928234895
0.421,0.967506523778193
0.422,0.963506474028867
0.423,0.963985248325658
0.424,0.96670101190645
0.425,0.964887697513269
0.426,0.966120965397347
0.427,0.96515761913746
0.428,0.964741213323268
0.429,0.964493250515653
0.43,0.965223341773487
0.431,0.968463316685169
0.432,0.967360934567583
0.433,0.96639782218614
0.434,0.968613752171415
0.435,0.969304799635034
0.436,0.966816744584327
0.437,0.965980547707971
0.438,0.966062435806723
0.439,0.96731229331073
0.44,0.967217785976265
0.441,0.967528731781964
0.442,0.969142328453582
0.443,0.967131983510061
0.444,0.9675859142694
0.445,0.967229266466548
0.446,0.968742224045405
0.447,0.968218221060101
0.448,0.966831083627215
0.449,0.965918405212903
0.45,0.967960559108922
0.451,0.969600228235558
0.452,0.967986372708157
0.453,0.969716243534922
0.454,0.96947306659963
0.455,0.967931578526754
0.456,0.967997232145698
0.457,0.971751021558621
0.458,0.968867189206928
0.459,0.969283899526617
0.46,0.970020456873198
0.461,0.97078388289478
0.462,0.969500086701797
0.463,0.969072472204969
0.464,0.970098842743869
0.465,0.96676384049924
0.466,0.970098788329916
0.467,0.970504579382131
0.468,0.969056990576718
0.469,0.970748413835142
0.47,0.968968625565137
0.471,0.971802020839457
0.472,0.969821292369082
0.473,0.968997552449936
0.474,0.971440579186549
0.475,0.970276207641487
0.476,0.970777460931031
0.477,0.970961062648971
0.478,0.971643283820116
0.479,0.970706450154793
0.48,0.971855449705814
0.481,0.968687328331527
0.482,0.971847549922063
0.483,0.973544752670522
0.484,0.972955107478163
0.485,0.971199584770428
0.486,0.968969264423706
0.487,0.970522882136053
0.488,0.970525448033564
0.489,0.97001907874497
0.49,0.969588983680312
0.491,0.973488859482389
0.492,0.971256927194354
0.493,0.970515942675839
0.494,0.971506168522746
0.495,0.972572468733658
0.496,0.973897352920229
0.497,0.97436227544083
0.498,0.971962177661445
0.499,0.97250728927125
0.5,0.972602900476188
0.501,0.972167947341928
0.502,0.973420787270868
0.503,0.973084634395774
0.504,0.972247194916433
0.505,0.974668001916868
0.506,0.973605184114247
0.507,0.973074655097872
0.508,0.974007704559962
0.509,0.974021246061411
0.51,0.972661174525973
0.511,0.972653531867222
0.512,0.972606490370532
0.513,0.974467794360738
0.514,0.973465198760223
0.515,0.973063197759718
0.516,0.972336651935054
0.517,0.972687997200693
0.518,0.974522985394596
0.519,0.976561699473042
0.52,0.974199312245511
0.521,0.974755400981794
0.522,0.972168720595764
0.523,0.97493072497099
0.524,0.97492762851454
0.525,0.974863738160072
0.526,0.975781002534981
0.527,0.977030442951616
0.528,0.974911495744321
0.529,0.976323157084502
0.53,0.974369807774888
0.531,0.971934612826991
0.532,0.976659639872177
0.533,0.97503744101848
0.534,0.97628517017631
0.535,0.975643531665265
0.536,0.976250790382506
0.537,0.976329869174205
0.538,0.97553589739043
0.539,0.975150739052623
0.54,0.976208992878684
0.541,0.976452232746782
0.542,0.975654986260696
0.543,0.975473252547091
0.544,0.976803325749207
0.545,0.977045704455273
0.546,0.976339427523948
0.547,0.975083052222449
0.548,0.976083529486002
0.549,0.976622497082975
0.55,0.975702850467066
0.551,0.975183145795917
0.552,0.976795515468886
0.553,0.977048503251401
0.554,0.976274378322367
0.555,0.977298255252192
0.556,0.97684705973525
0.557,0.977165041519538
0.558,0.976688356806436
0.559,0.977042011118104
0.56,0.977994435037797
0.561,0.976487527277442
0.562,0.977306288723323
0.563,0.978338886188134
0.564,0.978147501349297
0.565,0.977137364501654
0.566,0.976910434877339
0.567,0.979383682698396
0.568,0.977944578605931
0.569,0.978027369912411
0.57,0.979175300574498
0.571,0.977940177027893
0.572,0.979592343983737
0.573,0.979205387616036
0.574,0.979925613306057
0.575,0.978976080392405
0.576,0.978214772134474
0.577,0.979014561711811
0.578,0.9797731897595
0.579,0.976971373943174
0.58,0.978169856807658
0.581,0.978762601527718
0.582,0.97984662947071
0.583,0.978113604360321
0.584,0.981230156186919
0.585,0.97923087818692
0.586,0.979380125858126
0.587,0.978160534568172
0.588,0.97896479176096
0.589,0.97934992986416
0.59,0.981204496674024
0.591,0.981065974632745
0.592,0.978631924385145
0.593,0.979135865192534
0.594,0.979760404489026
0.595,0.978960944100017
0.596,0.980558698871625
0.597,0.98024305616295
0.598,0.981184790000601
0.599,0.979222233532581
0.6,0.980702388330721
0.601,0.97961225522996
0.602,0.979131416989869
0.603,0.979850895199844
0.604,0.981176419882197
0.605,0.980809725943968
0.606,0.980560906513847
0.607,0.979590358161924
0.608,0.980255289093242
0.609,0.980637803485468
0.61,0.981558315181032
0.611,0.981093126137001
0.612,0.980922018652922
0.613,0.980951842112504
0.614,0.980028518121616
0.615,0.980864515988147
0.616,0.981360689600286
0.617,0.981270465457103
0.618,0.980871403188665
0.619,0.981995125489929
0.62,0.980898779481708
0.621,0.982200535666037
0.622,0.980801759188292
0.623,0.981981099925382
0.624,0.981913969374902
0.625,0.982579814378949
0.626,0.982789460209316
0.627,0.981501847989917
0.628,0.98220028523792
0.629,0.982569630687595
0.63,0.982688210347465
0.631,0.983268667372902
0.632,0.982321796826029
0.633,0.982795322496783
0.634,0.982227477531185
0.635,0.982848581160936
0.636,0.982736210243956
0.637,0.982864039110014
0.638,0.982332121538489
0.639,0.983343324899231
0.64,0.98217646783024
0.641,0.982332216138027
0.642,0.983625897436161
0.643,0.984130712200079
0.644,0.98270115543545
0.645,0.982667330991908
0.646,0.982400313778992
0.647,0.982668325962846
0.648,0.983134366119045
0.649,0.982833806089846
0.65,0.984377267958795
0.651,0.982716694333407
0.652,0.983180492504363
0.653,0.983474359674037
0.654,0.98456015047712
0.655,0.983478333247351
0.656,0.984165431931386
0.657,0.983335933834941
0.658,0.983779809627239
0.659,0.983391133539972
0.66,0.98317123164992
0.661,0.983032995957898
0.662,0.98560288211369
0.663,0.984209829196814
0.664,0.984532413168386
0.665,0.985884954928032
0.666,0.984066379188934
0.667,0.983462817256418
0.668,0.98434234501454
0.669,0.98388718188331
0.67,0.984990982555909
0.671,0.98497756955098
0.672,0.984853522931611
0.673,0.984662069669122
0.674,0.985602766043777
0.675,0.986581747754042
0.676,0.985142878352728
0.677,0.984701107686589
0.678,0.985765195719042
0.679,0.986031636643022
0.68,0.985070850319649
0.681,0.985855419888886
0.682,0.985553267915495
0.683,0.985545675437372
0.684,0.985576319043101
0.685,0.98552001628051
0.686,0.985334491762499
0.687,0.987162293352835
0.688,0.985629655476571
0.689,0.985773806208544
0.69,0.985281805006967
0.691,0.986518622872188
0.692,0.986352995377641
0.693,0.984823483889004
0.694,0.985217365087815
0.695,0.985399274402455
0.696,0.985945093176286
0.697,0.986277385319637
0.698,0.986483555861953
0.699,0.985864149000992
0.7,0.986963505322399
0.701,0.986745118076151
0.702,0.987875593727694
0.703,0.98599724739147
0.704,0.98790854077555
0.705,0.987769592529239
0.706,0.986899774993889
0.707,0.987419702534934
0.708,0.987349198744125
0.709,0.985411063164042
0.71,0.986872866492163
0.711,0.986994805719807
0.712,0.986251226871077
0.713,0.987209634642214
0.714,0.98701397420332
0.715,0.987517567723536
0.716,0.987379849366016
0.717,0.988286523453022
0.718,0.98739452218233
0.719,0.987837785033742
0.72,0.988819953291176
0.721,0.987942257370103
0.722,0.987191168539889
0.723,0.986603834764616
0.724,0.986844826328059
0.725,0.987972382673763
0.726,0.988312332471104
0.727,0.987937641430408
0.728,0.98952097402045
0.729,0.987281028185004
0.73,0.98776784331537
0.731,0.988306518356116
0.732,0.988629787424884
0.733,0.988114973553006
0.734,0.988168323134175
0.735,0.988384146535583
0.736,0.988863397543052
0.737,0.988317409521725
0.738,0.9887873058332
0.739,0.989537917230452
0.74,0.988430084886428
0.741,0.98860007906298
0.742,0.989775245757672
0.743,0.988724433858301
0.744,0.988916269250102
0.745,0.98955292762642
0.746,0.989544182988985
0.747,0.988723573805679
0.748,0.988781566967725
0.749,0.988528697451038
0.75,0.988570238226212
0.751,0.989534458755292
0.752,0.989415365503588
0.753,0.989797647327651
0.754,0.989215026817324
0.755,0.989794013878847
0.756,0.989142110733075
0.757,0.989424912675042
0.758,0.989651164091895
0.759,0.989214589485644
0.76,0.989690490641672
0.761,0.989951562909142
0.762,0.990781516021072
0.763,0.990476608894242
0.764,0.98917612510879
0.765,0.989819659962993
0.766,0.990950107801393
0.767,0.990428045449671
0.768,0.989631430674367
0.769,0.990887763509621
0.77,0.98975581582347
0.771,0.990123020478692
0.772,0.990322318832514
0.773,0.98996952293029
0.774,0.990297673792359
0.775,0.990444844091813
0.776,0.990898702865723
0.777,0.99062862473861
0.778,0.990210161729995
0.779,0.99086466391425
0.78,0.990387194662057
0.781,0.991037935482053
0.782,0.990675421129881
0.783,0.990404447277767
0.784,0.99111065170805
0.785,0.991412785762211
0.786,0.990928389355807
0.787,0.990983534167714
0.788,0.990844437381182
0.789,0.99157240687755
0.79,0.991836202927751
0.791,0.991583207706905
0.792,0.992002289006772
0.793,0.991779952049216
0.794,0.990999187227503
0.795,0.991653270643568
0.796,0.99192148377475
0.797,0.991579840634588
0.798,0.992357368137284
0.799,0.991280687814876
0.8,0.991843067998607
0.801,0.992344826701393
0.802,0.991734598633029
0.803,0.992012216942414
0.804,0.991991703534477
0.805,0.992387110755433
0.806,0.991534545702148
0.807,0.992810569001545
0.808,0.992373365754307
0.809,0.992333112557545
0.81,0.991665738044827
0.811,0.992334936496126
0.812,0.992178809838913
0.813,0.992484082501702
0.814,0.992130974252619
0.815,0.992879347746979
0.816,0.992183990910099
0.817,0.992848540203005
0.818,0.992261462931018
0.819,0.992515512541198
0.82,0.992748621217399
0.821,0.992696677349411
0.822,0.992776467448272
0.823,0.992882444045042
0.824,0.992701853479397
0.825,0.993096207495068
0.826,0.993113720663908
0.827,0.99265359952676
0.828,0.994222252620936
0.829,0.993313609516659
0.83,0.993191422190389
0.831,0.993033307789128
0.832,0.993178526900581
0.833,0.9932513655122
0.834,0.99415332217281
0.835,0.994232767299081
0.836,0.993689010390439
0.837,0.99403665344691
0.838,0.994002054178057
0.839,0.993895503806578
0.84,0.993581906899918
0.841,0.993704509783416
0.842,0.993543131492273
0.843,0.993822872641383
0.844,0.993812440391115
0.845,0.993929773869123
0.846,0.993680981781582
0.847,0.993970742489186
0.848,0.99415888217229
0.849,0.993879487401264
0.85,0.99379872929009
0.851,0.994527604859792
0.852,0.99425815557837
0.853,0.994109816332793
0.854,0.993873512926754
0.855,0.994250264613071
0.856,0.99380766673067
0.857,0.994383293558985
0.858,0.994496105782051
0.859,0.994602781710917
0.86,0.994144014806476
0.861,0.994640846221797
0.862,0.994493402138073
0.863,0.994779238350501
0.864,0.994470409136548
0.865,0.99477237743279
0.866,0.994549073723395
0.867,0.994948896901803
0.868,0.99511453662826
0.869,0.994517266238772
0.87,0.994873348754843
0.871,0.995198843677957
0.872,0.994981480426135
0.873,0.995301183281831
0.874,0.995461059030527
0.875,0.995317935918252
0.876,0.995289980168266
0.877,0.995527842770426
0.878,0.995351877284078
0.879,0.995419096931912
0.88,0.995313331525325
0.881,0.995561880995573
0.882,0.995554030527368
0.883,0.995776567016042
0.884,0.995503155609315
0.885,0.996091303340932
0.886,0.99575127047848
0.887,0.995481140786411
0.888,0.995521039348763
0.889,0.995983486757389
0.89,0.995904525339409
0.891,0.995882251390537
0.892,0.995820511163327
0.893,0.995671857490157
0.894,0.996010241313158
0.895,0.996168650878466
0.896,0.996235837589416
0.897,0.996175002571801
0.898,0.996241484575132
0.899,0.99623441397457
0.9,0.996123574593187
0.901,0.996149244787362
0.902,0.996265562989931
0.903,0.996313442174606
0.904,0.996622430036666
0.905,0.996428441789391
0.906,0.996438255461323
0.907,0.996451895895173
0.908,0.99670575001776
0.909,0.996610430332169
0.91,0.996719192843221
0.911,0.996696251574762
0.912,0.996416404899646
0.913,0.996749461028411
0.914,0.996782077166891
0.915,0.996887624987802
0.916,0.996685791133555
0.917,0.997054891423089
0.918,0.996906089503847
0.919,0.99689410467101
0.92,0.997033882263291
0.921,0.997248404912292
0.922,0.997333437391976
0.923,0.997008101195487
0.924,0.997262888354713
0.925,0.997215569542933
0.926,0.997280972781168
0.927,0.997184050638984
0.928,0.997368332270353
0.929,0.997325351957506
0.93,0.997283552268315
0.931,0.997194835723632
0.932,0.99770363053659
0.933,0.99733723362391
0.934,0.997469279281439
0.935,0.997490037994562
0.936,0.997778790090776
0.937,0.997692027529204
0.938,0.997718272908652
0.939,0.99789939725041
0.94,0.997924052902783
0.941,0.997937235799281
0.942,0.997977081885134
0.943,0.997896577485401
0.944,0.997958561074639
0.945,0.997888996348185
0.946,0.99797294739203
0.947,0.997946642517947
0.948,0.998009390263308
0.949,0.998137811544353
0.95,0.998133484829166
0.951,0.998373836443776
0.952,0.998245779890007
0.953,0.998209604481624
0.954,0.998358759583852
0.955,0.998251214359471
0.956,0.998455363884869
0.957,0.998461825688567
0.958,0.998461677373579
0.959,0.99847276969343
0.96,0.998527648613341
0.961,0.998546108498335
0.962,0.99853418906233
0.963,0.998684694730403
0.964,0.998695955097273
0.965,0.998749426801839
0.966,0.998729852744007
0.967,0.99892080341965
0.968,0.998885244747364
0.969,0.998969541601978
0.97,0.998839450476701
0.971,0.998916445763812
0.972,0.999033541206362
0.973,0.999123381700416
0.974,0.999090024516296
0.975,0.99914703582066
0.976,0.999201323361893
0.977,0.99912856596308
0.978,0.999207849073919
0.979,0.99925124593019
0.98,0.99931267778372
0.981,0.999336015152868
0.982,0.999321191706262
0.983,0.999406601252633
0.984,0.999455283146801
0.985,0.999440028291403
0.986,0.999476733697029
0.987,0.999568519593698
0.988,0.999593372488185
0.989,0.999608490099996
0.99,0.999648501574569
0.991,0.999693717768575
0.992,0.999707715230934
0.993,0.999772372104702
0.994,0.999780457377039
0.995,0.999830167291532
0.996,0.999871629714005
0.997,0.999900193215424
0.998,0.999930214117799
0.999,0.999964386245384
1,1
